image,prompt,method,mode,base_reward,top1_importance,mean_abs_importance,n_superpixels,deletion_auc,deletion_auc_random,insertion_auc,insertion_auc_random
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",lime,black,9.1089,9.3672,2.1812,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",occlusion,gray,11.1821,4.1475,1.9723,8,7.0098,6.7453,8.8775,7.5523
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",occlusion,mean,11.1821,7.4454,3.0806,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",occlusion,blur,11.1821,5.3162,1.7783,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",occlusion,black,11.1821,7.4889,3.6271,8,-5.79,-2.7923,4.5114,2.7649
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",lime,gray,11.1821,2.5743,1.1363,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",lime,mean,11.1821,7.1451,2.0932,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",lime,blur,11.1821,5.48,1.6847,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",lime,black,11.1821,8.4113,2.6939,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,occlusion,gray,15.5097,3.9525,0.9029,10,11.5427,13.1327,14.6795,11.1689
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,occlusion,mean,15.5097,17.8338,2.75,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,occlusion,blur,15.5097,8.0537,1.4913,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,occlusion,black,15.5097,16.9882,2.8965,10,-8.0051,7.4817,11.627,-4.9916
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,lime,gray,15.5097,3.3772,0.7582,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,lime,mean,15.5097,17.8321,2.8155,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,lime,blur,15.5097,8.0359,1.6014,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,lime,black,15.5097,19.0491,3.0399,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",occlusion,gray,9.579,2.8019,1.4402,2,7.4679,7.4679,8.8317,8.8317
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",occlusion,mean,9.579,19.875,9.9573,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",occlusion,blur,9.579,18.2291,9.1258,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",occlusion,black,9.579,19.8591,9.9503,2,-5.3175,-5.3175,4.5829,4.5829
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,gray,9.579,2.8124,1.4235,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,mean,9.579,19.863,9.9402,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,blur,9.579,18.2037,9.1189,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,black,9.579,19.8492,9.9369,2,,,,
