image,prompt,method,mode,base_reward,top1_importance,mean_abs_importance,n_superpixels,deletion_auc,deletion_auc_random,insertion_auc,insertion_auc_random
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/047eb1a3-622f-47b0-8a5e-2bbc003bc3e5.jpg,Couple enjoys wine on balcony under a full moon.,occlusion,mean,9.4912,2.0638,0.2502,66,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/047eb1a3-622f-47b0-8a5e-2bbc003bc3e5.jpg,Couple enjoys wine on balcony under a full moon.,occlusion,blur,9.4912,1.9653,0.2043,66,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/047eb1a3-622f-47b0-8a5e-2bbc003bc3e5.jpg,Couple enjoys wine on balcony under a full moon.,occlusion,black,9.4912,5.747,1.1485,66,-6.5483,-2.9322,3.5804,-0.2743
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/047eb1a3-622f-47b0-8a5e-2bbc003bc3e5.jpg,Couple enjoys wine on balcony under a full moon.,lime,gray,9.4912,0.4802,0.1024,66,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/047eb1a3-622f-47b0-8a5e-2bbc003bc3e5.jpg,Couple enjoys wine on balcony under a full moon.,lime,mean,9.4912,1.2024,0.1241,66,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/047eb1a3-622f-47b0-8a5e-2bbc003bc3e5.jpg,Couple enjoys wine on balcony under a full moon.,lime,blur,9.4912,1.4596,0.1769,66,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/047eb1a3-622f-47b0-8a5e-2bbc003bc3e5.jpg,Couple enjoys wine on balcony under a full moon.,lime,black,9.4912,2.1501,0.2973,66,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",occlusion,gray,9.1089,2.3447,0.2482,70,6.3069,5.9804,7.5708,6.8767
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",occlusion,mean,9.1089,1.9701,0.239,70,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",occlusion,blur,9.1089,1.277,0.1809,70,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",occlusion,black,9.1089,2.7868,0.3206,70,-1.0414,2.0046,6.3626,4.1433
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",lime,gray,9.1089,0.4375,0.0528,70,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",lime,mean,9.1089,0.8313,0.0912,70,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",lime,blur,9.1089,0.7843,0.1022,70,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38eb6939-7499-4bda-a59f-a4983ed5ee39.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",lime,black,9.1089,1.6369,0.1637,70,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",occlusion,gray,11.1821,4.6637,0.6231,78,6.8723,6.3433,8.5909,5.8618
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",occlusion,mean,11.1821,2.7596,0.4426,78,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",occlusion,blur,11.1821,2.4674,0.2721,78,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",occlusion,black,11.1821,5.0367,1.4823,78,-6.6206,-1.8899,3.9433,-2.5596
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",lime,gray,11.1821,0.6738,0.058,78,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",lime,mean,11.1821,1.8693,0.1474,78,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",lime,blur,11.1821,1.9148,0.2171,78,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e7361205-018f-40b0-8047-e7b05f97e55e.jpg,"Asian woman, gray strapless top, hand on chin, white background.",lime,black,11.1821,1.8965,0.2788,78,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,occlusion,gray,15.5097,3.9263,0.1785,77,10.7398,11.8679,12.9995,12.0593
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,occlusion,mean,15.5097,5.6057,0.2727,77,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,occlusion,blur,15.5097,3.9698,0.1619,77,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,occlusion,black,15.5097,8.2724,0.4543,77,-6.3347,-1.1148,8.5621,4.3742
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,lime,gray,15.5097,0.7619,0.0735,77,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,lime,mean,15.5097,4.0826,0.2379,77,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,lime,blur,15.5097,4.7538,0.2859,77,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0f019494-dfc1-4325-9d68-9c74ed8d6441.jpg,Painting of a boy sitting with a puppy.,lime,black,15.5097,8.3878,0.5444,77,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",occlusion,gray,9.579,1.5628,0.1139,62,7.2042,7.1575,8.6759,8.2004
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",occlusion,mean,9.579,7.7632,0.4546,62,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",occlusion,blur,9.579,5.3188,0.2323,62,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",occlusion,black,9.579,6.6677,0.3541,62,-7.0014,-2.9634,7.804,5.737
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,gray,9.579,0.9541,0.045,62,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,mean,9.579,7.4737,0.2951,62,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,blur,9.579,5.8809,0.2461,62,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d534420e-917c-4868-8478-c7708a695d2c.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,black,9.579,7.8107,0.4032,62,,,,
