image,prompt,method,mode,base_reward,top1_importance,mean_abs_importance,n_superpixels,deletion_auc,deletion_auc_random,insertion_auc,insertion_auc_random
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d8403139-182d-477b-9ff9-6bbed132cbb1.jpg,"The image captures a moment of relaxation and connection with nature. A person's hand, adorned with a delicate silver ring on the ring finger and sporting dark blue nail polish, holds a metal cup. The hand and cup are positioned in front of a car window, suggesting a roadside stop. The vehicle's door is visible, and the sleeve of a brown coat or jacket peeks into the frame, adding a touch of autumn aesthetic.

Beyond the car, the background opens up to a vast, open field bathed in warm sunlight. The scene evokes a sense of freedom and tranquility. The depth of field is shallow, drawing focus to the hand and the cup while blurring the background to enhance the feeling of being in nature. The scene is very calming.",occlusion,blur,9.9216,6.4451,1.2242,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d8403139-182d-477b-9ff9-6bbed132cbb1.jpg,"The image captures a moment of relaxation and connection with nature. A person's hand, adorned with a delicate silver ring on the ring finger and sporting dark blue nail polish, holds a metal cup. The hand and cup are positioned in front of a car window, suggesting a roadside stop. The vehicle's door is visible, and the sleeve of a brown coat or jacket peeks into the frame, adding a touch of autumn aesthetic.

Beyond the car, the background opens up to a vast, open field bathed in warm sunlight. The scene evokes a sense of freedom and tranquility. The depth of field is shallow, drawing focus to the hand and the cup while blurring the background to enhance the feeling of being in nature. The scene is very calming.",occlusion,black,9.9216,19.8887,3.647,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/66ea2468-6752-4143-bb61-c3f43b901222.jpg,"Here's a description of the image:

The image is a portrait of a small, white fluffy dog, possibly a Pomeranian or a similar breed. The dog is standing on a bright yellow surface, likely a table or platform. It is looking upwards and slightly to the left, with a soft, endearing expression. 

The dog is adorned with a yellow and orange floral collar, which adds a pop of color to its white fur. The lighting is soft and warm, highlighting the texture of the dog's coat and creating a gentle, inviting atmosphere.

The background is slightly blurred, featuring trees and a glimpse of a white painted element, possibly a tree trunk or structure. This blurry background helps to keep the focus primarily on the dog. The overall composition is well-balanced, and the color palette is cheerful and pleasant.",occlusion,gray,6.5966,2.3271,2.3271,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/66ea2468-6752-4143-bb61-c3f43b901222.jpg,"Here's a description of the image:

The image is a portrait of a small, white fluffy dog, possibly a Pomeranian or a similar breed. The dog is standing on a bright yellow surface, likely a table or platform. It is looking upwards and slightly to the left, with a soft, endearing expression. 

The dog is adorned with a yellow and orange floral collar, which adds a pop of color to its white fur. The lighting is soft and warm, highlighting the texture of the dog's coat and creating a gentle, inviting atmosphere.

The background is slightly blurred, featuring trees and a glimpse of a white painted element, possibly a tree trunk or structure. This blurry background helps to keep the focus primarily on the dog. The overall composition is well-balanced, and the color palette is cheerful and pleasant.",occlusion,mean,6.5966,16.827,16.827,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/66ea2468-6752-4143-bb61-c3f43b901222.jpg,"Here's a description of the image:

The image is a portrait of a small, white fluffy dog, possibly a Pomeranian or a similar breed. The dog is standing on a bright yellow surface, likely a table or platform. It is looking upwards and slightly to the left, with a soft, endearing expression. 

The dog is adorned with a yellow and orange floral collar, which adds a pop of color to its white fur. The lighting is soft and warm, highlighting the texture of the dog's coat and creating a gentle, inviting atmosphere.

The background is slightly blurred, featuring trees and a glimpse of a white painted element, possibly a tree trunk or structure. This blurry background helps to keep the focus primarily on the dog. The overall composition is well-balanced, and the color palette is cheerful and pleasant.",occlusion,blur,6.5966,13.5762,13.5762,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/66ea2468-6752-4143-bb61-c3f43b901222.jpg,"Here's a description of the image:

The image is a portrait of a small, white fluffy dog, possibly a Pomeranian or a similar breed. The dog is standing on a bright yellow surface, likely a table or platform. It is looking upwards and slightly to the left, with a soft, endearing expression. 

The dog is adorned with a yellow and orange floral collar, which adds a pop of color to its white fur. The lighting is soft and warm, highlighting the texture of the dog's coat and creating a gentle, inviting atmosphere.

The background is slightly blurred, featuring trees and a glimpse of a white painted element, possibly a tree trunk or structure. This blurry background helps to keep the focus primarily on the dog. The overall composition is well-balanced, and the color palette is cheerful and pleasant.",occlusion,black,6.5966,16.8953,16.8953,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0bf6d055-ff34-4a43-ad4a-11bca4dfaac9.jpg,Smiling young man and woman sitting on a fence.,occlusion,gray,15.0798,5.12,1.3832,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0bf6d055-ff34-4a43-ad4a-11bca4dfaac9.jpg,Smiling young man and woman sitting on a fence.,occlusion,mean,15.0798,11.2474,5.2647,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0bf6d055-ff34-4a43-ad4a-11bca4dfaac9.jpg,Smiling young man and woman sitting on a fence.,occlusion,blur,15.0798,10.0127,3.8139,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0bf6d055-ff34-4a43-ad4a-11bca4dfaac9.jpg,Smiling young man and woman sitting on a fence.,occlusion,black,15.0798,13.3071,4.1665,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/c4da57ac-f701-49ee-8745-5423e8adcffd.jpg,"The image is a digitally created, stylized representation of a squash or tennis player in action. The backdrop is primarily a textured, vibrant green with scattered dark splatters. A circular green gradient frames the main subject, and curved green lines fade into the black lower portion of the image.

The figure of the player, depicted with a blurry, dynamic effect, is positioned in a lunging pose, her arm extended to hit a yellow ball. She is wearing a blue tank top and a dark skirt with a pair of dark colored shoes with orange trim. The racket appears to be in motion, capturing the force of the swing.

The overall effect is one of speed and energy, with the abstract design lending itself well to the themes of sports and athleticism. The color palette is bold and eye-catching, creating a visually striking image.",occlusion,gray,7.5608,1.5563,0.3207,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/c4da57ac-f701-49ee-8745-5423e8adcffd.jpg,"The image is a digitally created, stylized representation of a squash or tennis player in action. The backdrop is primarily a textured, vibrant green with scattered dark splatters. A circular green gradient frames the main subject, and curved green lines fade into the black lower portion of the image.

The figure of the player, depicted with a blurry, dynamic effect, is positioned in a lunging pose, her arm extended to hit a yellow ball. She is wearing a blue tank top and a dark skirt with a pair of dark colored shoes with orange trim. The racket appears to be in motion, capturing the force of the swing.

The overall effect is one of speed and energy, with the abstract design lending itself well to the themes of sports and athleticism. The color palette is bold and eye-catching, creating a visually striking image.",occlusion,mean,7.5608,11.3442,1.9216,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/c4da57ac-f701-49ee-8745-5423e8adcffd.jpg,"The image is a digitally created, stylized representation of a squash or tennis player in action. The backdrop is primarily a textured, vibrant green with scattered dark splatters. A circular green gradient frames the main subject, and curved green lines fade into the black lower portion of the image.

The figure of the player, depicted with a blurry, dynamic effect, is positioned in a lunging pose, her arm extended to hit a yellow ball. She is wearing a blue tank top and a dark skirt with a pair of dark colored shoes with orange trim. The racket appears to be in motion, capturing the force of the swing.

The overall effect is one of speed and energy, with the abstract design lending itself well to the themes of sports and athleticism. The color palette is bold and eye-catching, creating a visually striking image.",occlusion,blur,7.5608,2.6345,0.6888,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/c4da57ac-f701-49ee-8745-5423e8adcffd.jpg,"The image is a digitally created, stylized representation of a squash or tennis player in action. The backdrop is primarily a textured, vibrant green with scattered dark splatters. A circular green gradient frames the main subject, and curved green lines fade into the black lower portion of the image.

The figure of the player, depicted with a blurry, dynamic effect, is positioned in a lunging pose, her arm extended to hit a yellow ball. She is wearing a blue tank top and a dark skirt with a pair of dark colored shoes with orange trim. The racket appears to be in motion, capturing the force of the swing.

The overall effect is one of speed and energy, with the abstract design lending itself well to the themes of sports and athleticism. The color palette is bold and eye-catching, creating a visually striking image.",occlusion,black,7.5608,14.9626,2.5077,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/74d745bf-142f-4735-b93c-7dbc97f57936.jpg,Illuminated building at night with blurred light trails on the road.,occlusion,gray,12.5353,2.2235,1.1695,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/74d745bf-142f-4735-b93c-7dbc97f57936.jpg,Illuminated building at night with blurred light trails on the road.,occlusion,mean,12.5353,22.7767,11.4322,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/74d745bf-142f-4735-b93c-7dbc97f57936.jpg,Illuminated building at night with blurred light trails on the road.,occlusion,blur,12.5353,5.4752,2.7887,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/74d745bf-142f-4735-b93c-7dbc97f57936.jpg,Illuminated building at night with blurred light trails on the road.,occlusion,black,12.5353,22.7759,11.4523,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/577d09f9-e8ac-4c2d-bef1-8be9483e8500.jpg,Monochrome portrait of a woman sitting cross-legged.,occlusion,gray,7.8326,0.07,0.1409,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/577d09f9-e8ac-4c2d-bef1-8be9483e8500.jpg,Monochrome portrait of a woman sitting cross-legged.,occlusion,mean,7.8326,6.4004,1.8339,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/577d09f9-e8ac-4c2d-bef1-8be9483e8500.jpg,Monochrome portrait of a woman sitting cross-legged.,occlusion,blur,7.8326,5.903,1.4949,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/577d09f9-e8ac-4c2d-bef1-8be9483e8500.jpg,Monochrome portrait of a woman sitting cross-legged.,occlusion,black,7.8326,6.07,1.4835,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/8b8f0909-3d8f-42e6-ada6-c6661e6111ab.jpg,"The image captures a young man walking down a narrow city street, shot from a slightly low angle. He is facing forward but glancing over his left shoulder, engaging the viewer with his gaze. His dark hair is neatly styled.

He is wearing a classic, slightly worn black leather jacket, which reflects the light and adds a rugged edge to his appearance. Below the jacket, he sports denim jeans.

The narrow street is flanked by tall buildings, typical of European city architecture. The buildings are light-colored with detailed facades and tall windows. A row of bicycles parked in a stand can be seen on the left side of the street. The overall tone of the image is urban and stylish.",occlusion,gray,13.9572,2.0014,0.6428,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/8b8f0909-3d8f-42e6-ada6-c6661e6111ab.jpg,"The image captures a young man walking down a narrow city street, shot from a slightly low angle. He is facing forward but glancing over his left shoulder, engaging the viewer with his gaze. His dark hair is neatly styled.

He is wearing a classic, slightly worn black leather jacket, which reflects the light and adds a rugged edge to his appearance. Below the jacket, he sports denim jeans.

The narrow street is flanked by tall buildings, typical of European city architecture. The buildings are light-colored with detailed facades and tall windows. A row of bicycles parked in a stand can be seen on the left side of the street. The overall tone of the image is urban and stylish.",occlusion,mean,13.9572,6.269,3.1014,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/8b8f0909-3d8f-42e6-ada6-c6661e6111ab.jpg,"The image captures a young man walking down a narrow city street, shot from a slightly low angle. He is facing forward but glancing over his left shoulder, engaging the viewer with his gaze. His dark hair is neatly styled.

He is wearing a classic, slightly worn black leather jacket, which reflects the light and adds a rugged edge to his appearance. Below the jacket, he sports denim jeans.

The narrow street is flanked by tall buildings, typical of European city architecture. The buildings are light-colored with detailed facades and tall windows. A row of bicycles parked in a stand can be seen on the left side of the street. The overall tone of the image is urban and stylish.",occlusion,blur,13.9572,5.8179,2.764,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/8b8f0909-3d8f-42e6-ada6-c6661e6111ab.jpg,"The image captures a young man walking down a narrow city street, shot from a slightly low angle. He is facing forward but glancing over his left shoulder, engaging the viewer with his gaze. His dark hair is neatly styled.

He is wearing a classic, slightly worn black leather jacket, which reflects the light and adds a rugged edge to his appearance. Below the jacket, he sports denim jeans.

The narrow street is flanked by tall buildings, typical of European city architecture. The buildings are light-colored with detailed facades and tall windows. A row of bicycles parked in a stand can be seen on the left side of the street. The overall tone of the image is urban and stylish.",occlusion,black,13.9572,7.0454,2.5753,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/5582d290-88ec-4887-92af-ec3b344806b3.jpg,"The image is an artistic illustration featuring a surreal and dreamy scene at twilight. A colossal, transparent jellyfish-like creature dominates the sky, its dome a mixture of iridescent colors – soft pinks, purples, and a hint of blue. A tiny crescent moon is nestled within its translucent body. Its long, trailing tentacles extend almost to the ground, painted with swirling strokes of pink and lavender, resembling brushstrokes of a dreamy sky.

Below, a small figure stands on the edge of a rooftop. The individual is silhouetted, suggesting a moment of quiet contemplation. The building structure they stand on has a modern aesthetic with clean lines and large windows. The color palette is dominated by shades of blue and pink, creating a serene and magical atmosphere. Trees and foliage frame the bottom edges and top corners of the image, adding depth and a sense of place. There's a sense of wonder and enchantment conveyed through the unique combination of elements.",occlusion,gray,9.3322,3.2343,1.6211,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/5582d290-88ec-4887-92af-ec3b344806b3.jpg,"The image is an artistic illustration featuring a surreal and dreamy scene at twilight. A colossal, transparent jellyfish-like creature dominates the sky, its dome a mixture of iridescent colors – soft pinks, purples, and a hint of blue. A tiny crescent moon is nestled within its translucent body. Its long, trailing tentacles extend almost to the ground, painted with swirling strokes of pink and lavender, resembling brushstrokes of a dreamy sky.

Below, a small figure stands on the edge of a rooftop. The individual is silhouetted, suggesting a moment of quiet contemplation. The building structure they stand on has a modern aesthetic with clean lines and large windows. The color palette is dominated by shades of blue and pink, creating a serene and magical atmosphere. Trees and foliage frame the bottom edges and top corners of the image, adding depth and a sense of place. There's a sense of wonder and enchantment conveyed through the unique combination of elements.",occlusion,mean,9.3322,19.5753,9.8427,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/5582d290-88ec-4887-92af-ec3b344806b3.jpg,"The image is an artistic illustration featuring a surreal and dreamy scene at twilight. A colossal, transparent jellyfish-like creature dominates the sky, its dome a mixture of iridescent colors – soft pinks, purples, and a hint of blue. A tiny crescent moon is nestled within its translucent body. Its long, trailing tentacles extend almost to the ground, painted with swirling strokes of pink and lavender, resembling brushstrokes of a dreamy sky.

Below, a small figure stands on the edge of a rooftop. The individual is silhouetted, suggesting a moment of quiet contemplation. The building structure they stand on has a modern aesthetic with clean lines and large windows. The color palette is dominated by shades of blue and pink, creating a serene and magical atmosphere. Trees and foliage frame the bottom edges and top corners of the image, adding depth and a sense of place. There's a sense of wonder and enchantment conveyed through the unique combination of elements.",occlusion,blur,9.3322,4.5832,2.3459,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/5582d290-88ec-4887-92af-ec3b344806b3.jpg,"The image is an artistic illustration featuring a surreal and dreamy scene at twilight. A colossal, transparent jellyfish-like creature dominates the sky, its dome a mixture of iridescent colors – soft pinks, purples, and a hint of blue. A tiny crescent moon is nestled within its translucent body. Its long, trailing tentacles extend almost to the ground, painted with swirling strokes of pink and lavender, resembling brushstrokes of a dreamy sky.

Below, a small figure stands on the edge of a rooftop. The individual is silhouetted, suggesting a moment of quiet contemplation. The building structure they stand on has a modern aesthetic with clean lines and large windows. The color palette is dominated by shades of blue and pink, creating a serene and magical atmosphere. Trees and foliage frame the bottom edges and top corners of the image, adding depth and a sense of place. There's a sense of wonder and enchantment conveyed through the unique combination of elements.",occlusion,black,9.3322,19.6249,9.8647,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/18bca469-857b-439a-8d39-dae970b14940.jpg,Smiling blonde woman in white shirt and black skirt.,occlusion,gray,10.866,6.6123,2.0023,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/18bca469-857b-439a-8d39-dae970b14940.jpg,Smiling blonde woman in white shirt and black skirt.,occlusion,mean,10.866,11.7298,3.9309,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/18bca469-857b-439a-8d39-dae970b14940.jpg,Smiling blonde woman in white shirt and black skirt.,occlusion,blur,10.866,9.0925,2.8578,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/18bca469-857b-439a-8d39-dae970b14940.jpg,Smiling blonde woman in white shirt and black skirt.,occlusion,black,10.866,11.9743,4.1814,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d7b6be10-477a-438d-b08f-b01211685cd6.jpg,"The image features a whimsical and slightly surreal scene. In the foreground, a white husky dog peers out from what appears to be the basket of a hot air balloon. The dog has a friendly, slightly goofy expression with its tongue slightly visible, and its paws rest on the edge of the basket.

Above the dog and filling most of the frame is the brightly colored hot air balloon. It's painted with vertical stripes in a variety of colors including blue, green, yellow, orange, and red. The balloon's shape is stylized and rounded, adding to the playful feel of the image. The underside of the balloon reveals a dark opening, and several wooden supports extend down towards the basket.

The basket itself is made of a coarse, woven material with visible stitching and small holes, giving it a rustic and aged appearance. The background consists of a pale blue sky with wisps of white clouds, providing a soft contrast to the vibrant colors of the balloon. The perspective is from below, looking up at the dog and balloon, enhancing the sense of scale and emphasizing the dog's presence in the scene.",occlusion,gray,9.7163,3.0557,0.8521,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d7b6be10-477a-438d-b08f-b01211685cd6.jpg,"The image features a whimsical and slightly surreal scene. In the foreground, a white husky dog peers out from what appears to be the basket of a hot air balloon. The dog has a friendly, slightly goofy expression with its tongue slightly visible, and its paws rest on the edge of the basket.

Above the dog and filling most of the frame is the brightly colored hot air balloon. It's painted with vertical stripes in a variety of colors including blue, green, yellow, orange, and red. The balloon's shape is stylized and rounded, adding to the playful feel of the image. The underside of the balloon reveals a dark opening, and several wooden supports extend down towards the basket.

The basket itself is made of a coarse, woven material with visible stitching and small holes, giving it a rustic and aged appearance. The background consists of a pale blue sky with wisps of white clouds, providing a soft contrast to the vibrant colors of the balloon. The perspective is from below, looking up at the dog and balloon, enhancing the sense of scale and emphasizing the dog's presence in the scene.",occlusion,mean,9.7163,7.0254,2.308,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d7b6be10-477a-438d-b08f-b01211685cd6.jpg,"The image features a whimsical and slightly surreal scene. In the foreground, a white husky dog peers out from what appears to be the basket of a hot air balloon. The dog has a friendly, slightly goofy expression with its tongue slightly visible, and its paws rest on the edge of the basket.

Above the dog and filling most of the frame is the brightly colored hot air balloon. It's painted with vertical stripes in a variety of colors including blue, green, yellow, orange, and red. The balloon's shape is stylized and rounded, adding to the playful feel of the image. The underside of the balloon reveals a dark opening, and several wooden supports extend down towards the basket.

The basket itself is made of a coarse, woven material with visible stitching and small holes, giving it a rustic and aged appearance. The background consists of a pale blue sky with wisps of white clouds, providing a soft contrast to the vibrant colors of the balloon. The perspective is from below, looking up at the dog and balloon, enhancing the sense of scale and emphasizing the dog's presence in the scene.",occlusion,blur,9.7163,4.1544,1.5926,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/d7b6be10-477a-438d-b08f-b01211685cd6.jpg,"The image features a whimsical and slightly surreal scene. In the foreground, a white husky dog peers out from what appears to be the basket of a hot air balloon. The dog has a friendly, slightly goofy expression with its tongue slightly visible, and its paws rest on the edge of the basket.

Above the dog and filling most of the frame is the brightly colored hot air balloon. It's painted with vertical stripes in a variety of colors including blue, green, yellow, orange, and red. The balloon's shape is stylized and rounded, adding to the playful feel of the image. The underside of the balloon reveals a dark opening, and several wooden supports extend down towards the basket.

The basket itself is made of a coarse, woven material with visible stitching and small holes, giving it a rustic and aged appearance. The background consists of a pale blue sky with wisps of white clouds, providing a soft contrast to the vibrant colors of the balloon. The perspective is from below, looking up at the dog and balloon, enhancing the sense of scale and emphasizing the dog's presence in the scene.",occlusion,black,9.7163,7.4718,2.2084,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/f9aeaa10-eedf-4729-9e3d-1ba0933ce761.jpg,Painting of a woman in a flowing red dress dancing.,occlusion,gray,14.0751,4.6227,1.7992,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/f9aeaa10-eedf-4729-9e3d-1ba0933ce761.jpg,Painting of a woman in a flowing red dress dancing.,occlusion,mean,14.0751,11.1878,2.5157,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/f9aeaa10-eedf-4729-9e3d-1ba0933ce761.jpg,Painting of a woman in a flowing red dress dancing.,occlusion,blur,14.0751,4.7992,1.7055,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/f9aeaa10-eedf-4729-9e3d-1ba0933ce761.jpg,Painting of a woman in a flowing red dress dancing.,occlusion,black,14.0751,12.176,3.1252,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/002210b7-1c2c-4363-a924-932de2536706.jpg,"The image features a man dressed in a red racing suit against a solid black background. The suit, a vibrant shade of red, has a simple, classic design with long sleeves and pants, accented with white piping details along the collar and shoulder seams. The man is holding a racing helmet in his left hand, the helmet featuring a dark visor and a color scheme of gray, black, and yellow.

The man's expression is somewhat serious, with a slight hint of a smile. His hair is neatly styled back, revealing a clean-cut appearance. He stands confidently, one hand holding the helmet while the other rests on his hip. The lighting in the image is focused and direct, highlighting the texture of the racing suit and the contours of the man's face, adding a sense of drama to the portrait. The overall composition is clean and straightforward, placing the focus entirely on the subject and his racing attire.",occlusion,gray,12.6817,0.9196,0.2388,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/002210b7-1c2c-4363-a924-932de2536706.jpg,"The image features a man dressed in a red racing suit against a solid black background. The suit, a vibrant shade of red, has a simple, classic design with long sleeves and pants, accented with white piping details along the collar and shoulder seams. The man is holding a racing helmet in his left hand, the helmet featuring a dark visor and a color scheme of gray, black, and yellow.

The man's expression is somewhat serious, with a slight hint of a smile. His hair is neatly styled back, revealing a clean-cut appearance. He stands confidently, one hand holding the helmet while the other rests on his hip. The lighting in the image is focused and direct, highlighting the texture of the racing suit and the contours of the man's face, adding a sense of drama to the portrait. The overall composition is clean and straightforward, placing the focus entirely on the subject and his racing attire.",occlusion,mean,12.6817,8.675,2.5865,7,,,,
